,Unnamed: 0,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence,cluster,song.0,song.1,song.2,song.3,song.4,song.5,song.6,song.7,song.8,song.9,X,Y,name
25,25,18LhA0zBzAa2YnhcN3hWGa,0.0116,0.703,0.557,9.85e-05,0.12,0.356158642,0,0.0438,0.7693731909999999,0.127,1,0e7ipj03S05BNilyu5bRzt,0w5pghaDUcG3hRPJaOHlLc,3kKX2SSrYHYGbX9fIpipoM,5qfnQ0gOh7bL41HmMT2hJD,23eSs9NM5hSXN2SjN62xT8,14EgW52HVqnLHd30bgbPxg,3ebXMykcMXOcLeJ9xZ17XH,4kV4N9D1iKVxx1KLvtTpjS,0Dn40gxVCMo5TkgS8Ik18Q,7fBv7CLKzipRk6EC6TWHOB,0.62688633,-0.113091316,High Right Now
26,26,4WfB7FHwoluRjGu4IrJWXI,0.315,0.8270000000000001,0.599,0.0,0.0823,0.30224760300000003,0,0.179,0.504895596,0.588,1,4wYAEyr4D9HhulMmrjMk4O,2twuWVm42q3E4okRqfv8U1,3J5YrOvX2A0EA0j4BARQ9o,3Ol2xnObFdKV9pmRD2t9x8,1gaUODQzPR6eNcJtNe0cyZ,7sPMfN5b0ZssJ3E7IlNrgl,2MDLioU5AzJf5uA48lxk2t,6uBhi9gBXWjanegOb2Phh0,5fzWrgzS8RCXCjSMfS2YMA,0FzI4GycRxqDdyCugflNQO,0.6156926079999999,0.10385666199999999,Hayati
27,27,4jwP0pxx7su04FYc6J12EQ,0.319,0.68,0.62,1.14e-06,0.158,0.268088228,1,0.0607,0.45723326700000005,0.537,2,4Ce37cRWvM1vIGGynKcs22,6UYMm9Jx9a05o0FDUBzNgr,44ShclXTOOnYtt5CnCDeGV,5p6eKTYwFYitUS617IMtyd,0VhgEqMTNZwYL1ARDLLNCX,2rPE9A1vEgShuZxxzR2tZH,1HXy5I3HTWq8OvxCn0z7G7,5AnSllIrgGsCZzZJkVnApx,14cikDRwGYOB1UfdA44V4P,5ouNakSA4Ys0aJvoFBJtXn,-0.38505106100000003,0.010120574,I Wish I Missed My Ex
28,28,2Uu1hqObahlzFDbZqjC6CR,0.0211,0.524,0.627,9.84e-06,0.19,0.379630115,0,0.0885,0.9412672759999999,0.53,1,5ESJINHtOXLh3KSsazEfRf,2505zPMgfJUypiy3df9quM,5Q0Nhxo0l2bP3pNjpGJwV1,3RQYtMBnCujzcDQRUAXAw6,7eBtmw3nmUU1feJ9R4GPej,5600nq7TiBraBX2jobyJ3l,11UxNWTOUi6h3UWuEpvPqM,6SQZ3rR7kNord3KYrom49J,4wCD0qOFNRu1Q6O3N6ycm4,6uSSupG4TMu3vW8QgynAB6,0.623287692,-0.140646514,Oh Dreamer
29,29,1K3LRUEcUz5FMtPYyg0F45,0.765,0.682,0.47100000000000003,0.0,0.0908,0.481060408,1,0.0301,0.38427542299999995,0.42100000000000004,2,25aILAMvglYwkk4QkbfAxV,3ksmU0DaEUMEVzx5V6cc3z,5ClDPw47BORurTM0yTwuS7,3HJGY8vPq6zI8mEDl6a6K4,2R9nJvZx7oL9eLDXjvRece,1z8F0DUrgxictKm2lzvuki,5vhh4PJYsftAGOdq54SWrg,1TPLsNVlofwX1txcE9gZZF,2rxQMGVafnNaRaXlRMWPde,5I0iOfX9YLacuhLspYnTaY,-0.426506311,0.513776599,Ho Hey
30,30,72Q0FQQo32KJloivv5xge2,0.0533,0.599,0.667,0.0,0.134,0.22355529899999999,1,0.0367,0.389454752,0.8170000000000001,2,0TzWLXV3gnCqTSzOYrLs8h,5Gu0PDLN4YJeW75PpBSg9p,5AEtlRudpgdT5FtNiuly6Y,2jWJUWypN8NjTSeY89DKrN,09BqFZVg58GJMT7sWWLzx1,6YQUuoMnRIMaOmouYoMfQr,1aJJ3ciSmS8DXJL1DK0w1o,4ly1QBXEwYoDmje9rmEgC4,7vFv0yFGMJW3qVXbAd9BK9,0bPnT6i9H1p8Vd85GS6Z7I,-0.367976841,-0.229411644,I'm the One
31,31,21mP0OZ7jq4PTmlLEb2Rac,0.6970000000000001,0.456,0.35600000000000004,0.0,0.102,0.317598365,1,0.0353,0.41248521200000005,0.154,2,5mdBAkjyr5AuFFbRXQ1M2X,3DKpA54hrFIdPN6AtL9HXa,5bum4HbCDFoB9wpsc0sQky,1ArLnG0bHaHPXqf08sEKM0,5kRPPEWFJIMox5qIkQkiz5,13sXuI5RjMHm7dz7O3spYs,0mfSivZmglC3Hfn0NzssOY,2b3JxLi8KAiOsD8ehnOxDZ,3y4uSQwxHckyRcvafEilkN,0fvke3Xize2XpVUDoZbtyW,-0.432420904,0.47830638700000006,Do This For Me
32,32,5NeHvs8ClxMHtqv8DHEK1X,0.13,0.44799999999999995,0.7609999999999999,0.0,0.0823,0.24838895600000002,1,0.221,0.719849766,0.33299999999999996,2,7GdGBGwFMg21mY9kNpNKXI,20z5VnuRJkpxcokwAu9VtP,1AwbLRNEpGmNGSpruKa6HQ,2sHwSBNDZN2yjCtgwStYt1,1qcyw35R6PiMBYfSSK7gDm,0L5bPAE1qGXmPv9oeK2gwB,0u3zalSKQIUJ0foEGILmxe,3RJXIte2IV8xArJYKD5qrf,74Ru27B7Jx8mBt5MGvGLLv,1zfFle2YCXuUFXlAAZ4QOS,-0.37360589,-0.222104597,Blind
33,33,6gxZLe2tUdy1U51aql0mfR,0.0642,0.31,0.794,2.35e-05,0.17800000000000002,0.255147483,1,0.0831,0.909792154,0.284,2,7zJOqiflmLBn7unrPB1mcX,31AyUvMRDvZjyQI1N05lsT,1zfFle2YCXuUFXlAAZ4QOS,59OBV3kRCqepY5cNZiZfT6,4mGdjNMo0RonTlOEb7cYg4,0ME4uQYTQmovH1v9PbWqW2,6JYSeUR3wU6tBGpD5a2PTH,6GC9ktyFFHVaFA1qlE2zzi,5V0nHhlYIjUMfcSoJ5ziRD,6Pw3Gvw4wNMZfTYZa6IQal,-0.37405736799999995,-0.29805165,You Go Down Smooth
34,34,7tFiyTwD0nx5a1eklYtX2J,0.254,0.397,0.396,0.0,0.268,0.519201551,1,0.05,0.6872733740000001,0.22699999999999998,2,6KprCGVC5o2Ibj2wCtaxEV,2TVxnKdb3tqe1nhQWwwZCO,2UBSTkbhkQwzjKpcuUJTdG,4EzMqZ1QO4HAWbcdDtnu3d,3dglCYsVMjPbDlU2CC9Vq7,3nFpW8MQFp8iLVM2r4qEjA,0fJtP2HkuZtzfh30XIMtPw,6rJZ1otRMXH8UHzYBWCfv1,2mxzc5jMl7oxIXz9Einq54,6K8VQ84MqhsoakN5MjrnVR,-0.405081239,0.13838798800000002,Bohemian Rhapsody - Remastered 2011
35,35,6OHWgUuDDedHRVhcg8vlaf,0.0108,0.603,0.606,0.00157,0.10800000000000001,0.265101902,0,0.0688,0.447528638,0.40299999999999997,1,3DjuoMGWZ1vYyg6x4mHUO0,16geeCnXrbiomV1IZ8Kudc,0Nhu3zSYbEz32IYiobV75e,1YNQscOx6OqBQjxgJVhEeW,0171XsIM2xyeXRr6wsugEI,3EVBx6WnnMj0qGpcPHjECA,1quuqraz6z6RusyJZtyDcm,3Px934J0dBoCmpUhUuCQkD,2AaF78iCWISMWYog5RnSi5,4VQJnqvsZ7DEguTXtERRaI,0.627392409,-0.139067618,Massage Situation
36,36,2nGlRyaeE9JF4L4TyAf3uJ,0.0612,0.5760000000000001,0.795,0.0,0.14,0.255147483,1,0.0346,0.591852536,0.42700000000000005,2,67H8U1DqJMTv9vCg7P95uR,73Jdi1pXMmpo5LcsSXiFLO,2Go8QT5Cw4sCBzq8ZjnZLl,43oX6qFdj2bHGeWzPps3rs,3lQSzRo5BkodChgpBOomvv,0maGllQEuiHk3UbOBLC05d,1hIupFeRu3nmMcjbjxPnMc,0PDUDa38GO8lMxLCRc4lL1,7d06uajfr1DZUeKVCaE9BS,0JNdS1n0ifOP25XvhwAMgM,-0.364473435,-0.290829674,Glow
37,37,1zOHJT86hUWSoGWygL7qi9,0.0608,0.6859999999999999,0.8009999999999999,0.0,0.0834,0.226541625,0,0.18899999999999997,0.692265151,0.757,1,2Zj4FUsMtu9PMuJsHbGbdv,1pbyc2rbpwxZjCbKC2X7UV,61duk78NU13GtX2ACpeF8L,1tn7pFwjU4ue3omJGc6L7J,0Nk7bSn0MItonkR0GNs3mj,0jIUiSTrJuDxjkf7ddAEYy,6JhJ3Qiw7sWE74MmSTbwkK,6pfvfeG3cm82Pu6GdXybF7,1eyCaj5QySgIm5kLPbZNVO,5uwJok4rYoVFpxBmzKp4Tk,0.6376219710000001,-0.22940099600000002,F**k Off - BONUS TRACK
38,38,7fa9MBXhVfQ8P8Df9OEbD8,0.568,0.851,0.541,0.0,0.13,0.35757321700000005,1,0.0505,0.600931991,0.44799999999999995,2,6V1bu6o1Yo5ZXnsCJU8Ovk,6FRLCMO5TUHTexlWo8ym1W,7fa9MBXhVfQ8P8Df9OEbD8,60CKMDImvHjEpPsQ8qKle5,0lnfjcwBcripJPtXuSu7d3,6tIsrRynd3eQB0a2c3SPyM,0j2WBxWZnWti5TpSxjJvPb,60Q0ZSKKBea7otGijFgrQI,7j1Q7Xx6Ozn5mUJfrqaSjp,38o5lj4mbLK34vQkJUlMrg,-0.40089562799999995,0.259518371,Girls Like You (feat. Cardi B)
39,39,2QOSMLaEJkkeezSMZ75yB8,0.0476,0.752,0.764,9.44e-05,0.0543,0.230471001,1,0.038,0.586500082,0.5820000000000001,2,7lVoniii4QwhNjCeHij2xZ,4eP9Et7gkdPf6eeCRNal75,7y9iMe8SOB6z3NoHE2OfXl,2TBQoW7s6iwKcg139ssqie,3pDnxKoW2q8gvqrPaWCKh0,3Jc6Bdhc4QDQwal1urpuNk,6BFSpfwe003HLps1y1DA7k,4j727klHlzdOtN99cXKEtv,43tgC5pTYJpc5D3C9HRwEg,6XcfKZvJio9Z0fQy11GnNX,-0.35863789700000004,-0.297160529,Body
40,40,0V3tUFtSMNfS4iL6HnZsas,0.009609999999999999,0.789,0.867,5.15e-05,0.474,0.31979881600000004,1,0.0551,0.605303402,0.8640000000000001,2,2YyVBV0klw0T6EvSVkCpuW,0onslUNmSLDkuYaideYWir,10wWGbY2KerpoM5m5cYu48,7uzmGiiJyRfuViKKK3lVmR,15GwXVerL8HSCf6zEf7aCG,7gDKfEMIhyyO4asgEXwcrs,4UuHWIkAWnN176A2rx7YFB,1dSreFBAq3Tz7eLvea5ikf,3Fzlg5r1IjhLk2qRw667od,5EdkHBTXHVXrLz1AkIMweE,-0.346875228,-0.379307227,King of the Rodeo
41,41,1mcb6XOtbQLn3CpwEUcMPk,0.14800000000000002,0.5489999999999999,0.40700000000000003,0.0,0.10099999999999999,0.44433384,1,0.0269,0.7201671620000001,0.38299999999999995,2,1ahtahsp8Znd2SWA27fx7l,68JS5SFTnW5Yv9Vzw81Jf0,4ONGO8V1owsu27dK3mvSfK,4taXUiTTClK0b1TPP17mBM,6rJZ1otRMXH8UHzYBWCfv1,43PuMrRfbyyuz4QpZ3oAwN,2GATPLRMzHNwUmkxGgCoEP,4rxjhwPXkUyRAkMvQbVpZK,51cCG7fjfxhi5jbu8ctVzl,3cQmqM0awej9iAESjhKrI9,-0.392489011,0.025571445,Joanne
